id,name,location,url,date,parsed_date,event_year,event_month,event_year_month
210,Korean Open WCS Championships,"Incheon, South Korea",https://www.kopenwcs.com/,April 2026,2026-04-01,2026,4,2026-04
210,Korean Open WCS Championships,"Incheon, South Korea",https://www.kopenwcs.com/,October 2013,2013-10-01,2013,10,2013-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2013,2013-10-01,2013,10,2013-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2014,2014-10-01,2014,10,2014-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2015,2015-10-01,2015,10,2015-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2016,2016-10-01,2016,10,2016-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2017,2017-10-01,2017,10,2017-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2018,2018-10-01,2018,10,2018-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2019,2019-10-01,2019,10,2019-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2021,2021-10-01,2021,10,2021-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2022,2022-10-01,2022,10,2022-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2023,2023-10-01,2023,10,2023-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2024,2024-10-01,2024,10,2024-10
211,Atlanta Swing Classic,"Atlanta, GA, USA",https://www.atlantaswingclassic.com,October 2025,2025-10-01,2025,10,2025-10
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2013,2013-12-01,2013,12,2013-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2014,2014-12-01,2014,12,2014-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2015,2015-12-01,2015,12,2015-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2016,2016-12-01,2016,12,2016-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2017,2017-12-01,2017,12,2017-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2018,2018-12-01,2018,12,2018-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2019,2019-12-01,2019,12,2019-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2021,2021-12-01,2021,12,2021-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2022,2022-12-01,2022,12,2022-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2023,2023-12-01,2023,12,2023-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2024,2024-12-01,2024,12,2024-12
212,The After Party (TAP),"Orange County, CA, USA",http://www.tapwcs.com,December 2025,2025-12-01,2025,12,2025-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2013,2013-12-01,2013,12,2013-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2014,2014-12-01,2014,12,2014-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2016,2016-12-01,2016,12,2016-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2017,2017-12-01,2017,12,2017-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2018,2018-12-01,2018,12,2018-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2019,2019-12-01,2019,12,2019-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2020,2020-12-01,2020,12,2020-12
213,Swingtimate,"Gold Coast, Australia",https://rawconnection.com.au/swingtimate/,December 2022,2022-12-01,2022,12,2022-12
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,December 2017,2017-12-01,2017,12,2017-12
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2014,2014-01-01,2014,1,2014-01
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2015,2015-01-01,2015,1,2015-01
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2016,2016-01-01,2016,1,2016-01
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2017,2017-01-01,2017,1,2017-01
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2019,2019-01-01,2019,1,2019-01
214,New Year's Swing Fling,"London, UK",http://www.nyswingfling.com,January 2020,2020-01-01,2020,1,2020-01
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2014,2014-02-01,2014,2,2014-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2015,2015-02-01,2015,2,2015-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2016,2016-02-01,2016,2,2016-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2017,2017-02-01,2017,2,2017-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2018,2018-02-01,2018,2,2018-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2019,2019-02-01,2019,2,2019-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2020,2020-02-01,2020,2,2020-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2021,2021-02-01,2021,2,2021-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2022,2022-02-01,2022,2,2022-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2023,2023-02-01,2023,2,2023-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2024,2024-02-01,2024,2,2024-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2025,2025-02-01,2025,2,2025-02
215,Swing & Snow,"St. Petersburg,  Russia",http://swingandsnow.ru,February 2026,2026-02-01,2026,2,2026-02
216,The Brazilian Open,"Fortaleza, Brazil",,March 2014,2014-03-01,2014,3,2014-03
216,The Brazilian Open,"Fortaleza, Brazil",,March 2015,2015-03-01,2015,3,2015-03
216,The Brazilian Open,"Fortaleza, Brazil",,March 2016,2016-03-01,2016,3,2016-03
216,The Brazilian Open,"Fortaleza, Brazil",,September 2018,2018-09-01,2018,9,2018-09
216,The Brazilian Open,"Fortaleza, Brazil",,September 2019,2019-09-01,2019,9,2019-09
217,San Diego Dance Festival,"San Diego, CA",,April 2014,2014-04-01,2014,4,2014-04
217,San Diego Dance Festival,"San Diego, CA",,April 2015,2015-04-01,2015,4,2015-04
217,San Diego Dance Festival,"San Diego, CA",,April 2017,2017-04-01,2017,4,2017-04
217,San Diego Dance Festival,"San Diego, CA",,April 2018,2018-04-01,2018,4,2018-04
217,San Diego Dance Festival,"San Diego, CA",,April 2019,2019-04-01,2019,4,2019-04
217,San Diego Dance Festival,"San Diego, CA",,March 2016,2016-03-01,2016,3,2016-03
217,San Diego Dance Festival,"San Diego, CA",,March 2024,2024-03-01,2024,3,2024-03
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2014,2014-04-01,2014,4,2014-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2015,2015-04-01,2015,4,2015-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2016,2016-04-01,2016,4,2016-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2017,2017-04-01,2017,4,2017-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2018,2018-04-01,2018,4,2018-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2019,2019-04-01,2019,4,2019-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2023,2023-04-01,2023,4,2023-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2024,2024-04-01,2024,4,2024-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2025,2025-04-01,2025,4,2025-04
218,Asia West Coast Swing Open,"Singapore, Singapore, Singapore",https://www.asiawcsopen.com/,April 2026,2026-04-01,2026,4,2026-04
219,KIWI Fest,"Kiev, Ukraine",,April 2014,2014-04-01,2014,4,2014-04
219,KIWI Fest,"Kiev, Ukraine",,May 2015,2015-05-01,2015,5,2015-05
219,KIWI Fest,"Kiev, Ukraine",,May 2016,2016-05-01,2016,5,2016-05
219,KIWI Fest,"Kiev, Ukraine",,May 2017,2017-05-01,2017,5,2017-05
219,KIWI Fest,"Kiev, Ukraine",,May 2018,2018-05-01,2018,5,2018-05
219,KIWI Fest,"Kiev, Ukraine",,May 2019,2019-05-01,2019,5,2019-05
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2015,2015-06-01,2015,6,2015-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2016,2016-06-01,2016,6,2016-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2017,2017-06-01,2017,6,2017-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2018,2018-06-01,2018,6,2018-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2019,2019-06-01,2019,6,2019-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2022,2022-06-01,2022,6,2022-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2023,2023-06-01,2023,6,2023-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2024,2024-06-01,2024,6,2024-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,June 2025,2025-06-01,2025,6,2025-06
220,D-Town Swing,"Boston Club, NRW, Germany",http://d-townswing.com,May 2014,2014-05-01,2014,5,2014-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2014,2014-05-01,2014,5,2014-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2015,2015-05-01,2015,5,2015-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2016,2016-05-01,2016,5,2016-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2017,2017-05-01,2017,5,2017-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2018,2018-05-01,2018,5,2018-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2019,2019-05-01,2019,5,2019-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2024,2024-05-01,2024,5,2024-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2025,2025-05-01,2025,5,2025-05
221,Gateway Swing Classic,"St. Louis, MO, USA",http://gatewayswing.com,May 2026,2026-05-01,2026,5,2026-05
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2014,2014-06-01,2014,6,2014-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2015,2015-06-01,2015,6,2015-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2016,2016-06-01,2016,6,2016-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2017,2017-06-01,2017,6,2017-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2018,2018-06-01,2018,6,2018-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2019,2019-06-01,2019,6,2019-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2022,2022-06-01,2022,6,2022-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2023,2023-06-01,2023,6,2023-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2024,2024-06-01,2024,6,2024-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2025,2025-06-01,2025,6,2025-06
222,Baltic Swing,"Gdańsk, Pomorskie, Poland",http://www.balticswing.com,June 2026,2026-06-01,2026,6,2026-06
223,Slingshot Swing,"Oslo, Norway",,June 2014,2014-06-01,2014,6,2014-06
223,Slingshot Swing,"Oslo, Norway",,June 2016,2016-06-01,2016,6,2016-06
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,August 2016,2016-08-01,2016,8,2016-08
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,August 2017,2017-08-01,2017,8,2017-08
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,August 2018,2018-08-01,2018,8,2018-08
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,July 2019,2019-07-01,2019,7,2019-07
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,July 2023,2023-07-01,2023,7,2023-07
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,July 2024,2024-07-01,2024,7,2024-07
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,July 2025,2025-07-01,2025,7,2025-07
224,Midwest Westie Fest,"Overland Park, KS, United States",http://Www.midwestwestiefest.com,June 2014,2014-06-01,2014,6,2014-06
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2014,2014-07-01,2014,7,2014-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2015,2015-07-01,2015,7,2015-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2016,2016-07-01,2016,7,2016-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2017,2017-07-01,2017,7,2017-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2018,2018-07-01,2018,7,2018-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2019,2019-07-01,2019,7,2019-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2021,2021-07-01,2021,7,2021-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2022,2022-07-01,2022,7,2022-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2023,2023-07-01,2023,7,2023-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2024,2024-07-01,2024,7,2024-07
225,Wild Wild Westie,"Dallas, TX, United States",http://www.WildWildWestie.com,July 2025,2025-07-01,2025,7,2025-07
226,Ft. Lauderdale Swing & Shag Beach Bash,"Ft. Lauderdale, FL",,July 2014,2014-07-01,2014,7,2014-07
226,Ft. Lauderdale Swing & Shag Beach Bash,"Ft. Lauderdale, FL",,July 2015,2015-07-01,2015,7,2015-07
226,Ft. Lauderdale Swing & Shag Beach Bash,"Ft. Lauderdale, FL",,July 2016,2016-07-01,2016,7,2016-07
226,Ft. Lauderdale Swing & Shag Beach Bash,"Ft. Lauderdale, FL",,July 2017,2017-07-01,2017,7,2017-07
226,Ft. Lauderdale Swing & Shag Beach Bash,"Ft. Lauderdale, FL",,July 2018,2018-07-01,2018,7,2018-07
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2014,2014-08-01,2014,8,2014-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2015,2015-08-01,2015,8,2015-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2016,2016-08-01,2016,8,2016-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2017,2017-08-01,2017,8,2017-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2018,2018-08-01,2018,8,2018-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2019,2019-08-01,2019,8,2019-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2022,2022-08-01,2022,8,2022-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2023,2023-08-01,2023,8,2023-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2024,2024-08-01,2024,8,2024-08
227,Swingtacular: The Galactic Open,"San Francisco, CA, USA",http://dancegeekproductions.art,August 2025,2025-08-01,2025,8,2025-08
228,Summer Swing Classic,"St. Petersburg, FL",,August 2014,2014-08-01,2014,8,2014-08
228,Summer Swing Classic,"St. Petersburg, FL",,August 2015,2015-08-01,2015,8,2015-08
229,Scandinavian Open,,http://www.snowcs.se/,August 2014,2014-08-01,2014,8,2014-08
229,Scandinavian Open,,http://www.snowcs.se/,November 2016,2016-11-01,2016,11,2016-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2017,2017-11-01,2017,11,2017-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2018,2018-11-01,2018,11,2018-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2019,2019-11-01,2019,11,2019-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2022,2022-11-01,2022,11,2022-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2023,2023-11-01,2023,11,2023-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2024,2024-11-01,2024,11,2024-11
229,Scandinavian Open,,http://www.snowcs.se/,November 2025,2025-11-01,2025,11,2025-11
229,Scandinavian Open,,http://www.snowcs.se/,October 2015,2015-10-01,2015,10,2015-10
230,Sunny Side Dance Camp,"Torrevieja, Spain",,September 2014,2014-09-01,2014,9,2014-09
230,Sunny Side Dance Camp,"Torrevieja, Spain",,September 2015,2015-09-01,2015,9,2015-09
230,Sunny Side Dance Camp,"Torrevieja, Spain",,September 2016,2016-09-01,2016,9,2016-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2014,2014-09-01,2014,9,2014-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2016,2016-09-01,2016,9,2016-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2017,2017-09-01,2017,9,2017-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2018,2018-09-01,2018,9,2018-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2019,2019-09-01,2019,9,2019-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2022,2022-09-01,2022,9,2022-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2023,2023-09-01,2023,9,2023-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2024,2024-09-01,2024,9,2024-09
231,Trilogy Swing,"Raleigh, NC, North Carolina, USA",http://www.trilogywcs.com,September 2025,2025-09-01,2025,9,2025-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2014,2014-09-01,2014,9,2014-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2015,2015-09-01,2015,9,2015-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2016,2016-09-01,2016,9,2016-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2017,2017-09-01,2017,9,2017-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2018,2018-09-01,2018,9,2018-09
232,Norway Westie Fest,"Trondheim, Norway",,September 2019,2019-09-01,2019,9,2019-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2014,2014-09-01,2014,9,2014-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2015,2015-09-01,2015,9,2015-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2016,2016-09-01,2016,9,2016-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2017,2017-09-01,2017,9,2017-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2018,2018-09-01,2018,9,2018-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2019,2019-09-01,2019,9,2019-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2022,2022-09-01,2022,9,2022-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2023,2023-09-01,2023,9,2023-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2024,2024-09-01,2024,9,2024-09
233,Bavarian Open,"Munich, Bavaria, Germany",https://bavarianopen.com,September 2025,2025-09-01,2025,9,2025-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,October 2015,2015-10-01,2015,10,2015-10
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2014,2014-09-01,2014,9,2014-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2016,2016-09-01,2016,9,2016-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2017,2017-09-01,2017,9,2017-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2018,2018-09-01,2018,9,2018-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2019,2019-09-01,2019,9,2019-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2021,2021-09-01,2021,9,2021-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2022,2022-09-01,2022,9,2022-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2024,2024-09-01,2024,9,2024-09
234,Philly Swing Classic,"WILMINGTON, DEL, Delaware, United States",http://www.phillyswing.com,September 2025,2025-09-01,2025,9,2025-09
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2014,2014-11-01,2014,11,2014-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2015,2015-11-01,2015,11,2015-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2018,2018-11-01,2018,11,2018-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2019,2019-11-01,2019,11,2019-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2021,2021-11-01,2021,11,2021-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,November 2025,2025-11-01,2025,11,2025-11
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,October 2016,2016-10-01,2016,10,2016-10
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,October 2017,2017-10-01,2017,10,2017-10
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,October 2022,2022-10-01,2022,10,2022-10
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,October 2023,2023-10-01,2023,10,2023-10
236,Warsaw Halloween Swing,"Warsaw, Poland",http://www.warsawhalloweenswing.com,October 2024,2024-10-01,2024,10,2024-10
237,WCS Helsinki,"Helsinki, Finland",,November 2016,2016-11-01,2016,11,2016-11
237,WCS Helsinki,"Helsinki, Finland",,November 2017,2017-11-01,2017,11,2017-11
237,WCS Helsinki,"Helsinki, Finland",,October 2014,2014-10-01,2014,10,2014-10
237,WCS Helsinki,"Helsinki, Finland",,October 2015,2015-10-01,2015,10,2015-10
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2014,2014-12-01,2014,12,2014-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2015,2015-12-01,2015,12,2015-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2016,2016-12-01,2016,12,2016-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2017,2017-12-01,2017,12,2017-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2018,2018-12-01,2018,12,2018-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2019,2019-12-01,2019,12,2019-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2022,2022-12-01,2022,12,2022-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2023,2023-12-01,2023,12,2023-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2024,2024-12-01,2024,12,2024-12
238,Winter White,"Oslo, Norway",http://www.winterwhite.no,December 2025,2025-12-01,2025,12,2025-12
239,The Challenge,"Dallas, TX",,December 2014,2014-12-01,2014,12,2014-12
239,The Challenge,"Dallas, TX",,December 2015,2015-12-01,2015,12,2015-12
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2015,2015-01-01,2015,1,2015-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2016,2016-01-01,2016,1,2016-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2017,2017-01-01,2017,1,2017-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2018,2018-01-01,2018,1,2018-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2020,2020-01-01,2020,1,2020-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2023,2023-01-01,2023,1,2023-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2024,2024-01-01,2024,1,2024-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2025,2025-01-01,2025,1,2025-01
240,Sweden Westie Gala,"Stockholm, Stockholm, Sweden",http://www.westiegala.com,January 2026,2026-01-01,2026,1,2026-01
241,Moscow Xmas Dance Camp,"Moscow, Russia",,January 2015,2015-01-01,2015,1,2015-01
241,Moscow Xmas Dance Camp,"Moscow, Russia",,January 2016,2016-01-01,2016,1,2016-01
241,Moscow Xmas Dance Camp,"Moscow, Russia",,January 2017,2017-01-01,2017,1,2017-01
242,Derby City Swing,"Louisville, Kentucky, United States",https://derbycityswing.com/,February 2015,2015-02-01,2015,2,2015-02
242,Derby City Swing,"Louisville, Kentucky, United States",https://derbycityswing.com/,January 2016,2016-01-01,2016,1,2016-01
242,Derby City Swing,"Louisville, Kentucky, United States",https://derbycityswing.com/,January 2017,2017-01-01,2017,1,2017-01
